liutong_rate,liutong_value,name,price,global_pro,huanshou_rate,price_change
100%,?                        ,"
1CRedit
                            ",￥1.29,"
?%                                  ",?%,0%
?%,?                        ,"
23 Skidoo
                            ","￥935,319","
?%                                  ",?%,0%
29.55%,"¥5,240,554","
Centurion
                            ",￥0.0709,"
<0.1%                                  ",1.7%,-40.45%
15.72%,"¥5,417,767","
Copico
                            ",￥0.3441,"
<0.1%                                  ",0.36%,-2.64%
87.85%,"¥5,411,455","
Megacoin
                            ",￥0.1467,"
<0.1%                                  ",0.25%,-6.15%
100%,"¥5,194,810","
BritCoin
                            ",￥0.2443,"
<0.1%                                  ",0.06%,-36.05%
?%,?                        ,"
DDMCoin
                            ",￥？,"
?%                                  ",?%,?%
70%,"¥371,464,131                        ","
POA Network
                            ",￥2.1,"
?%                                  ",3.95%,-8.19%
20.89%,"¥45,893,869                        ","
Commerceblock
                            ",￥0.2955,"
?%                                  ",1.06%,-6.01%
20%,"¥347,264,715                        ","
Lightcoin
                            ",￥0.008268,"
?%                                  ",1.4%,-10.65%
41.7%,"¥94,395,058                        ","
InsurChain
                            ",￥0.0113,"
?%                                  ",2.76%,-9.34%
19.22%,"¥109,998,718                        ","
CanonChain
                            ",￥0.3538,"
?%                                  ",9.97%,-4.03%
2.5%,"¥6,500,000                        ","
MarryChain
                            ",￥0.13,"
?%                                  ",22.82%,30%
20%,"¥100,000,000                        ","
Bishen Token
                            ",￥0.5,"
?%                                  ",0.04%,3.95%
33.18%,"¥114,905,723                        ","
BitConnect
                            ",￥12.37,"
?%                                  ",0.1%,-0.87%
23.81%,"¥917,450,347                        ","
Bitcoin New
                            ",￥1.83,"
?%                                  ",0.58%,-4.24%
15.62%,"¥959,250,071                        ","
SmartCash
                            ",￥1.23,"
?%                                  ",0.05%,-5.99%
53.46%,"¥5,301,068","
HoboNickels
                            ",￥0.0826,"
<0.1%                                  ",0.04%,-7.24%
2%,"¥122,059,465                        ","
RefToken
                            ",￥122,"
?%                                  ",0.14%,-9.06%
20%,"¥8,315,824                        ","
Koumei Cottage
                            ",￥0.0416,"
?%                                  ",24.76%,0.73%
33.55%,"¥40,905,827                        ","
Finchain
                            ",￥0.1108,"
?%                                  ",0.32%,1.68%
38.37%,"¥63,104,135                        ","
Fair.Game
                            ",￥0.1371,"
?%                                  ",1.96%,-0.59%
61%,"¥596,131,210                        ","
SDChain
                            ",￥0.4886,"
?%                                  ",3.97%,-0.79%
45%,"¥80,033,003                        ","
Cloud-Insurance Chain
                            ",￥0.0593,"
?%                                  ",0.83%,-4.79%
86.37%,"¥203,963,150                        ","
XGOX
                            ",￥0.127,"
?%                                  ",0.05%,7.7%
25%,"¥23,388,767                        ","
GooCoin
                            ",￥0.0936,"
?%                                  ",0.04%,7.96%
35%,"¥125,794,957                        ","
Travel
                            ",￥0.018,"
?%                                  ",1.54%,-8.86%
70%,"¥212,984,082                        ","
RealChain
                            ",￥0.3043,"
?%                                  ",2.79%,-3.31%
16%,"¥159,260,433                        ","
Zipper
                            ",￥0.009954,"
?%                                  ",0.93%,-11.67%
20%,"¥129,703,561                        ","
OFCOIN
                            ",￥0.0127,"
?%                                  ",4.58%,-15.39%
30%,"¥92,752,227                        ","
Nework
                            ",￥0.3092,"
?%                                  ",40.41%,12.27%
0.16%,"¥62,755,391                        ","
E-coin
                            ",￥179,"
?%                                  ",0.01%,-11.2%
50%,"¥9,171,300,421                        ","
Beauty Chain
                            ",￥2.62,"
?%                                  ",0.02%,8.96%
72.5%,"¥1,076,901,415                        ","
SAFE
                            ",￥37.13,"
?%                                  ",0.76%,-10.44%
10%,"¥575,132,583                        ","
XPlay
                            ",￥0.5751,"
?%                                  ",0%,-5.86%
3.33%,"¥51,907,839                        ","
Weike
                            ",￥2.6,"
?%                                  ",2.82%,-54.62%
60%,"¥240,075,000                        ","
Coins
                            ",￥16.01,"
?%                                  ",61.62%,-4.73%
26%,"¥35,198,839                        ","
WFee
                            ",￥0.0135,"
?%                                  ",31.59%,-18.33%
35%,"¥142,123,683                        ","
Tripio
                            ",￥0.0812,"
?%                                  ",13.81%,-0.2%
16.67%,"¥4,168,438,223                        ","
System Working Token China
                            ",￥0.0417,"
?%                                  ",0.03%,-0.07%
37.65%,"¥3,801,166,285                        ","
Moac
                            ",￥67.3,"
?%                                  ",0.06%,-5.01%
30%,"¥1,339,571,143                        ","
Mithril
                            ",￥4.47,"
?%                                  ",12.13%,-19.86%
73.5%,"¥10,892,114,833                        ","
BCD
                            ",￥70.57,"
?%                                  ",0.37%,-35.15%
30%,"¥121,340,988                        ","
BPTN
                            ",￥0.2022,"
?%                                  ",0.8%,-21.7%
20%,"¥59,960,000                        ","
ZZM
                            ",￥1.5,"
?%                                  ",0.03%,-0.07%
20%,"¥137,895,339                        ","
Yee Token
                            ",￥0.0689,"
?%                                  ",2.91%,-12.17%
75%,"¥97,569,040                        ","
Hi Mutual Certificate
                            ",￥0.3252,"
?%                                  ",2.45%,-3.17%
35%,"¥159,148,154                        ","
Global Social Chain
                            ",￥0.4547,"
?%                                  ",13.61%,-10.71%
50%,"¥125,428,524                        ","
Starchain
                            ",￥0.2509,"
?%                                  ",0.49%,4.73%
20%,"¥109,793,365                        ","
CTEChain
                            ",￥0.1098,"
?%                                  ",0.03%,-2.35%
0.16%,"¥6,312","
Ebittree Coin
                            ",￥0.004991,"
?%                                  ",27.8%,-6.62%
0.84%,"¥7,712","
Digital Money...
                            ",￥0.0183,"
?%                                  ",14.93%,-7.29%
1.43%,"¥10,966","
Abncoin
                            ",￥0.1619,"
?%                                  ",3.8%,-9.79%
2.89%,"¥16,158","
Digital Credits
                            ",￥0.002773,"
<0.1%                                  ",0.97%,-6.62%
0%,"¥19,760","
HarmonyCoin
                            ",￥0.0352,"
<0.1%                                  ",244.66%,-7.01%
13.61%,"¥12,226","
PizzaCoin
                            ",￥0.008873,"
<0.1%                                  ",10.73%,-28.85%
1.97%,"¥16,727","
Tristar Coin
                            ",￥0.003328,"
<0.1%                                  ",2.05%,-6.62%
3.52%,"¥25,825","
CaliphCoin
                            ",￥0.003882,"
<0.1%                                  ",0.31%,-12.4%
1.04%,"¥44,186","
GeyserCoin
                            ",￥0.9428,"
<0.1%                                  ",0.32%,-16.45%
3.04%,"¥50,556","
Vault Coin
                            ",￥0.001664,"
<0.1%                                  ",20.52%,-6.62%
2.21%,"¥42,122","
LevoPlus
                            ",￥0.0205,"
<0.1%                                  ",14.25%,16.18%
1.62%,"¥54,956","
Magnum
                            ",￥0.0133,"
<0.1%                                  ",2.57%,-6.62%
13.27%,"¥59,103","
Coimatic 2.0
                            ",￥0.004367,"
<0.1%                                  ",2.1%,-9.05%
46.65%,"¥61,914","
Concoin
                            ",￥0.0832,"
<0.1%                                  ",1.15%,-11.14%
100%,"¥59,381","
Selfiecoin
                            ",￥0.000551,"
<0.1%                                  ",?%,-7.27%
2.36%,"¥62,775","
PRCoin
                            ",￥0.003328,"
<0.1%                                  ",4.84%,-19.96%
2.73%,"¥64,048","
Coupecoin
                            ",￥0.000293,"
<0.1%                                  ",2.42%,-28.5%
?%,"¥65,023","
Project-X
                            ","￥830,776","
<0.1%                                  ",2.85%,-3.19%
28.55%,"¥63,908","
NodeCoin
                            ",￥0.0381,"
<0.1%                                  ",?%,0.18%
100%,"¥78,128","
P7Coin
                            ",￥0.002218,"
<0.1%                                  ",0.15%,15.23%
0.24%,"¥83,472","
Ulatech
                            ",￥0.3915,"
<0.1%                                  ",0.44%,-9.94%
100%,"¥87,538","
DAS
                            ",￥0.0307,"
<0.1%                                  ",15.81%,0%
22.25%,"¥97,730","
Elysium
                            ",￥0.0244,"
<0.1%                                  ",0.19%,-16.15%
100%,"¥85,251","
SocialCoin
                            ",￥0.0616,"
<0.1%                                  ",1.54%,-2.21%
0.58%,"¥100,908","
CrevaCoin
                            ",￥0.002773,"
<0.1%                                  ",1.05%,13.87%
12.55%,"¥108,671","
Tychocoin
                            ",￥0.0216,"
<0.1%                                  ",1.22%,25.55%
89.86%,"¥112,982","
BioBar
                            ",￥0.1276,"
<0.1%                                  ",0.39%,-6.86%
22.11%,"¥114,559","
Argus
                            ",￥0.0998,"
<0.1%                                  ",0.26%,-9.07%
100%,"¥122,334","
Antilitecoin
                            ",￥0.003882,"
<0.1%                                  ",0.11%,8.94%
100%,"¥148,102","
iBank
                            ",￥0.0327,"
<0.1%                                  ",0.04%,17.2%
100%,"¥131,647","
SydPak
                            ",￥0.8208,"
<0.1%                                  ",0.01%,-6.62%
4.17%,"¥149,647","
AgrolifeCoin
                            ",￥0.0172,"
<0.1%                                  ",0.13%,-6.62%
7.85%,"¥163,449","
Dollar Online
                            ",￥0.2168,"
<0.1%                                  ",1.45%,9.32%
26.89%,"¥165,285","
Bitvolt
                            ",￥0.009983,"
<0.1%                                  ",0.77%,-6.62%
88.19%,"¥168,217","
High Voltage
                            ",￥0.1126,"
<0.1%                                  ",0.16%,-11.42%
100%,"¥178,188","
Xonecoin
                            ",￥0.4243,"
<0.1%                                  ",0.01%,-15.06%
13.71%,"¥187,394","
Credence Coin
                            ",￥0.0547,"
<0.1%                                  ",0.41%,-10.45%
100%,"¥193,314","
Zonecoin
                            ",￥0.0749,"
<0.1%                                  ",0.3%,-33.65%
100%,"¥197,797","
Rawcoin
                            ",￥0.2806,"
<0.1%                                  ",2.86%,-7.34%
4.87%,"¥198,968","
Veros
                            ",￥0.000409,"
<0.1%                                  ",3.67%,16.51%
100%,"¥199,981","
GBCGoldCoin
                            ",￥0.0176,"
<0.1%                                  ",1.54%,0.72%
100%,"¥205,476","
Destiny
                            ",￥0.1284,"
<0.1%                                  ",?%,-8.76%
100%,"¥205,730","
Doubloon
                            ",￥0.0111,"
<0.1%                                  ",0.94%,-14.92%
100%,"¥217,183","
TAGRcoin
                            ",￥0.005616,"
<0.1%                                  ",?%,-5.43%
44.34%,"¥217,987","
PLNcoin
                            ",￥0.0128,"
<0.1%                                  ",0.03%,-6.62%
100%,"¥224,109","
OsmiumCoin
                            ",￥0.2507,"
<0.1%                                  ",0.01%,8.79%
80.09%,"¥211,219","
RSGPcoin
                            ",￥122,"
<0.1%                                  ",?%,0%
14.77%,"¥226,629","
PIECoin
                            ",￥0.0205,"
<0.1%                                  ",0.02%,-0.94%
100%,"¥221,431","
GeertCoin
                            ",￥0.0435,"
<0.1%                                  ",2.84%,-3.71%
100%,"¥230,947","
BiosCrypto
                            ",￥0.0111,"
<0.1%                                  ",0.14%,-11.07%
100%,"¥238,095","
PosEx
                            ",￥0.0971,"
<0.1%                                  ",0.12%,-21.43%
100%,"¥249,859","
Save and Gain
                            ",￥0.0815,"
<0.1%                                  ",0.69%,-21.8%
100%,"¥250,498","
AnarchistsPrime
                            ",￥0.057,"
<0.1%                                  ",0.09%,-10.7%
100%,"¥264,560","
CryptoWorldX ...
                            ",￥0.004437,"
<0.1%                                  ",0.03%,-6.62%
?%,?                        ,"
ELcoin
                            ",￥296,"
?%                                  ",?%,0%
?%,?                        ,"
Engine
                            ",￥0.0289,"
?%                                  ",?%,-5.19%
?%,?                        ,"
EDRCoin
                            ",￥0.6637,"
?%                                  ",?%,0.71%
?%,?                        ,"
EA Coin
                            ",￥1.14,"
?%                                  ",?%,-12.17%
?%,?                        ,"
DynamicCoin
                            ",￥0.0105,"
?%                                  ",?%,-11.17%
8.15%,?                        ,"
EB3 Coin
                            ",￥1.8,"
?%                                  ",?%,0%
?%,?                        ,"
Dutch Coin
                            ",￥0.004991,"
?%                                  ",?%,-13.46%
?%,?                        ,"
EggCoin
                            ",￥0.1592,"
?%                                  ",?%,-8.22%
?%,?                        ,"
Dubstep
                            ",￥0.013,"
?%                                  ",?%,-8.61%
100%,?                        ,"
DPAY
                            ",￥0.004887,"
?%                                  ",?%,5.38%
?%,?                        ,"
Donationcoin
                            ",￥0.00721,"
?%                                  ",?%,1.16%
100%,?                        ,"
Dobbscoin
                            ",￥0.067,"
?%                                  ",?%,0%
?%,?                        ,"
Digitalfund
                            ",￥0.002988,"
?%                                  ",?%,0%
?%,?                        ,"
Digital Bulli...
                            ",￥0.0111,"
?%                                  ",?%,-11.07%
?%,?                        ,"
DHG
                            ",￥1.36,"
?%                                  ",?%,0%
?%,?                        ,"
DeltaCredits
                            ",￥1.63,"
?%                                  ",?%,0%
100%,?                        ,"
Devcoin
                            ",￥0.000152,"
?%                                  ",?%,0%
100%,?                        ,"
DeepWebCash
                            ",￥1.16,"
?%                                  ",?%,0%
?%,?                        ,"
Data Delivery Network
                            ",￥1.4,"
?%                                  ",?%,3.17%
?%,?                        ,"
DavorCoin
                            ",￥0.1569,"
?%                                  ",?%,-7.29%
?%,?                        ,"
Dashs
                            ",￥0.2357,"
?%                                  ",?%,-9.82%
?%,?                        ,"
Cycling Coin
                            ",￥0.008778,"
?%                                  ",?%,-7.62%
?%,?                        ,"
CyberCoin
                            ",￥0.001114,"
?%                                  ",?%,-6.22%
?%,?                        ,"
DarkLisk
                            ",￥0.005546,"
?%                                  ",?%,-19.98%
?%,?                        ,"
Cyder
                            ",￥0.0344,"
?%                                  ",?%,-3.51%
4.63%,?                        ,"
CybCSec
                            ",￥0.0155,"
?%                                  ",?%,0%
?%,?                        ,"
Innovation Chain
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Cubits
                            ",￥0.0233,"
?%                                  ",?%,-4.34%
?%,?                        ,"
CryptoBuck
                            ",￥0.2963,"
?%                                  ",?%,0%
100%,?                        ,"
CryptCoin
                            ",￥2.85,"
?%                                  ",?%,0%
0.79%,?                        ,"
CRTCoin
                            ",￥2.66,"
?%                                  ",?%,-6.62%
67.58%,?                        ,"
Compcoin
                            ",￥62.55,"
?%                                  ",?%,0%
?%,?                        ,"
Cheapcoin
                            ",￥0.002218,"
?%                                  ",?%,0%
?%,?                        ,"
ClubCoin
                            ",￥4.07,"
?%                                  ",?%,29.97%
26.32%,?                        ,"
CHNCoin
                            ",￥0.007983,"
?%                                  ",?%,0%
?%,?                        ,"
CFun
                            ",￥0.0518,"
?%                                  ",?%,10.43%
?%,?                        ,"
Cashme
                            ",￥0.001664,"
?%                                  ",?%,-6.62%
?%,?                        ,"
Clinton
                            ",￥0.0585,"
?%                                  ",?%,0%
?%,?                        ,"
CoinEx Token
                            ",￥？,"
?%                                  ",?%,?%
0.1%,?                        ,"
CasinoCoin
                            ",￥0.00721,"
?%                                  ",?%,-19.07%
?%,?                        ,"
CBD Crystals
                            ",￥0.0115,"
?%                                  ",?%,0%
?%,?                        ,"
Capricorncoin
                            ",￥0.3841,"
?%                                  ",?%,6.75%
100%,?                        ,"
CageCoin
                            ",￥0.00000736,"
?%                                  ",?%,0%
?%,?                        ,"
Bubble
                            ",￥0.0749,"
?%                                  ",?%,-0.73%
?%,?                        ,"
Bitcoin King
                            ",￥1.2,"
?%                                  ",?%,-12.35%
?%,?                        ,"
BTCGold
                            ",￥0.0189,"
?%                                  ",?%,0%
?%,?                        ,"
Bitcoin Pay
                            ",￥88.38,"
?%                                  ",?%,-0.89%
?%,?                        ,"
Benefit Qualified Chain
                            ",￥？,"
?%                                  ",?%,?%
100%,?                        ,"
Bottlecaps
                            ",￥0.003402,"
?%                                  ",?%,0%
?%,?                        ,"
Bongger
                            ",￥0.0142,"
?%                                  ",?%,0%
60.71%,?                        ,"
Boolberry
                            ",￥7.82,"
?%                                  ",?%,-11.68%
?%,?                        ,"
Borderless
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
BMChain
                            ",￥0.2203,"
?%                                  ",?%,0.33%
12.76%,?                        ,"
BlakeStar
                            ",￥0.023,"
?%                                  ",?%,2.28%
?%,?                        ,"
BIXC
                            ",￥45.4,"
?%                                  ",?%,0%
?%,?                        ,"
BitSoar
                            ",￥0.8302,"
?%                                  ",?%,-4.83%
?%,?                        ,"
Bitok
                            ",￥0.000555,"
?%                                  ",?%,-6.64%
?%,?                        ,"
Bitcoin Hot
                            ",￥5.91,"
?%                                  ",?%,-4.12%
?%,?                        ,"
BITFID
                            ",￥0.2191,"
?%                                  ",?%,-6.62%
?%,?                        ,"
BitcoinWorld
                            ",￥0.001557,"
?%                                  ",?%,-15.42%
?%,?                        ,"
BlazerCoin
                            ",￥0.0361,"
?%                                  ",?%,-10.28%
?%,?                        ,"
Bitcoin Wonder
                            ",￥1.77,"
?%                                  ",?%,-7.85%
?%,?                        ,"
比特信仰                        ",￥82.84,"
?%                                  ",?%,-15.18%
?%,?                        ,"
Bitcoin File
                            ",￥0.1364,"
?%                                  ",?%,-16.57%
?%,?                        ,"
Bitcoin God
                            ",￥113,"
?%                                  ",?%,-41.01%
?%,?                        ,"
BTBc
                            ",￥0.008873,"
?%                                  ",?%,-12.11%
?%,?                        ,"
Bitcoin Atom
                            ",￥86,"
?%                                  ",?%,-5.51%
?%,?                        ,"
Bitcoin Unlim...
                            ",￥347,"
?%                                  ",?%,0%
?%,?                        ,"
BitcoinCashScrypt
                            ",￥0.3268,"
?%                                  ",?%,0%
1.24%,?                        ,"
BigBoobsCoin
                            ",￥0.1353,"
?%                                  ",?%,0%
?%,?                        ,"
BetaCoin
                            ",￥0.0266,"
?%                                  ",?%,-6.62%
?%,?                        ,"
BitCentavo
                            ",￥0.00000184,"
?%                                  ",?%,0%
?%,?                        ,"
BitAlphaCoin
                            ",￥0.0342,"
?%                                  ",?%,-8.62%
?%,?                        ,"
Birds
                            ",￥0.002218,"
?%                                  ",?%,-6.62%
100%,?                        ,"
BeaverCoin
                            ",￥0.1652,"
?%                                  ",?%,0%
?%,?                        ,"
Bastonet
                            ",￥0.006655,"
?%                                  ",?%,1.87%
?%,?                        ,"
BitcoinX
                            ",￥0.1653,"
?%                                  ",?%,-6.6%
?%,?                        ,"
BagCoin
                            ",￥0.004914,"
?%                                  ",?%,0%
?%,?                        ,"
BabyCoin
                            ",￥0.037,"
?%                                  ",?%,-13.95%
32.04%,?                        ,"
B3Coin
                            ",￥0.1144,"
?%                                  ",?%,-9.82%
?%,?                        ,"
BestChain
                            ",￥0.0291,"
?%                                  ",?%,-7.2%
?%,?                        ,"
Axiom
                            ",￥0.0795,"
?%                                  ",?%,-7.69%
?%,?                        ,"
AxFunds
                            ",￥0.1945,"
?%                                  ",?%,0%
?%,?                        ,"
Avoncoin
                            ",￥0.002773,"
?%                                  ",?%,-25.65%
?%,?                        ,"
AvatarCoin
                            ",￥1.94,"
?%                                  ",?%,-0.53%
?%,?                        ,"
Aureus
                            ",￥91.01,"
?%                                  ",?%,0%
2.57%,?                        ,"
ATC Coin
                            ",￥1.26,"
?%                                  ",?%,0%
?%,?                        ,"
Aseancoin
                            ",￥0.034,"
?%                                  ",?%,-1.27%
?%,?                        ,"
AsicCoin
                            ",￥0.004681,"
?%                                  ",?%,0%
?%,?                        ,"
ATMCoin
                            ",￥45.85,"
?%                                  ",?%,0.01%
?%,?                        ,"
Antimatter
                            ",￥0.001664,"
?%                                  ",?%,40.07%
?%,?                        ,"
Animecoin
                            ",￥0.0372,"
?%                                  ",?%,-1.92%
0.01%,?                        ,"
AppleCoin
                            ",￥0.000631,"
?%                                  ",?%,0%
?%,?                        ,"
Alphacat
                            ",￥0.057,"
?%                                  ",?%,-11.83%
?%,?                        ,"
AlpaCoin
                            ",￥0.0333,"
?%                                  ",?%,3.6%
?%,?                        ,"
Akuya Coin
                            ",￥0.0338,"
?%                                  ",?%,-14.85%
100%,?                        ,"
Alexium
                            ",￥0.014,"
?%                                  ",?%,0%
?%,?                        ,"
Aces
                            ",￥0.007385,"
?%                                  ",?%,194.49%
?%,?                        ,"
ACChain
                            ",￥4.2,"
?%                                  ",?%,-11%
?%,?                        ,"
Mavro
                            ",￥0.5039,"
?%                                  ",?%,-27.56%
100%,?                        ,"
LottoCoin
                            ",￥0.000738,"
?%                                  ",?%,0%
0.01%,?                        ,"
Malcoin
                            ",￥39.05,"
?%                                  ",?%,0%
?%,?                        ,"
MarxCoin
                            ",￥0.0111,"
?%                                  ",?%,-10.99%
13.19%,?                        ,"
Litkoin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Magnetcoin
                            ",￥2.19,"
?%                                  ",?%,-24.12%
?%,?                        ,"
Litecoin Cash
                            ",￥2.58,"
?%                                  ",?%,-11.29%
?%,?                        ,"
LEVO
                            ",￥0.0111,"
?%                                  ",?%,9.86%
?%,?                        ,"
LinkedCoin
                            ",￥0.001627,"
?%                                  ",?%,-8.69%
70%,?                        ,"
letter coin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
LePen
                            ",￥0.002218,"
?%                                  ",?%,-10.84%
?%,?                        ,"
Lepaoquan
                            ",￥0.0143,"
?%                                  ",?%,0%
?%,?                        ,"
Leekcoin
                            ",￥0.1865,"
?%                                  ",?%,-22.24%
?%,?                        ,"
Lazaruscoin
                            ",￥0.008319,"
?%                                  ",?%,7.75%
?%,?                        ,"
LAthaan
                            ",￥0.005546,"
?%                                  ",?%,4.35%
?%,?                        ,"
LandCoin
                            ",￥0.0233,"
?%                                  ",?%,-32.65%
?%,?                        ,"
Laidecoin
                            ",￥0.025,"
?%                                  ",?%,-9.09%
?%,?                        ,"
Kzcash
                            ",￥37.16,"
?%                                  ",?%,-11.42%
100%,?                        ,"
KDC
                            ",￥0.0915,"
?%                                  ",?%,-2.86%
70.05%,?                        ,"
Kolion
                            ",￥13.22,"
?%                                  ",?%,-0.81%
23.82%,?                        ,"
Krypstal
                            ",￥0.0621,"
?%                                  ",?%,0%
100%,?                        ,"
KibiCoin
                            ",￥0.012,"
?%                                  ",?%,0%
?%,?                        ,"
KashhCoin
                            ",￥0.000597,"
?%                                  ",?%,0%
?%,?                        ,"
Karmacoin
                            ",￥0.000594,"
?%                                  ",?%,-0.01%
?%,?                        ,"
Jiyo
                            ",￥0.3211,"
?%                                  ",?%,-9.74%
?%,?                        ,"
ITSchain
                            ",￥0.4043,"
?%                                  ",?%,-2.17%
100%,?                        ,"
IslaCoin
                            ",￥0.7103,"
?%                                  ",?%,0.26%
100%,?                        ,"
Kittehcoin
                            ",￥0.00008751,"
?%                                  ",?%,0%
?%,?                        ,"
KolschCoin
                            ",￥0.1828,"
?%                                  ",?%,0%
?%,?                        ,"
IPFS
                            ",￥70.95,"
?%                                  ",?%,-6.97%
?%,?                        ,"
IvugeoCoin
                            ",￥0.3432,"
?%                                  ",?%,0%
?%,?                        ,"
InvisibleCoin
                            ",￥3.09,"
?%                                  ",?%,-23.34%
85.22%,?                        ,"
Interzone
                            ",￥3.22,"
?%                                  ",?%,0%
?%,?                        ,"
Interplanetary Broadcast Coin
                            ",￥1.27,"
?%                                  ",?%,-8.23%
?%,?                        ,"
International Diamond
                            ",￥0.0225,"
?%                                  ",?%,-0.49%
?%,?                        ,"
HOTchain
                            ",￥0.3979,"
?%                                  ",?%,6.29%
?%,?                        ,"
Huncoin
                            ",￥0.00721,"
?%                                  ",?%,0%
?%,?                        ,"
HQX
                            ",￥0.4337,"
?%                                  ",?%,5.4%
?%,?                        ,"
HODL Bucks
                            ",￥0.4326,"
?%                                  ",?%,-19.87%
100%,?                        ,"
Hirocoin
                            ",￥0.000737,"
?%                                  ",?%,0%
?%,?                        ,"
High Gain
                            ",￥0.002773,"
?%                                  ",?%,16.73%
?%,?                        ,"
HeroChain
                            ",￥0.0827,"
?%                                  ",?%,-3.15%
?%,?                        ,"
HBCoin
                            ",￥0.001599,"
?%                                  ",?%,0%
?%,?                        ,"
​Hard spoon
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Harvest Masternode Coin
                            ",￥2.3,"
?%                                  ",?%,-5.98%
?%,?                        ,"
Happy Creator
                            ",￥0.000555,"
?%                                  ",?%,-6.64%
?%,?                        ,"
Halloween Coin
                            ",￥0.002269,"
?%                                  ",?%,-4.4%
100%,?                        ,"
Hacker Gold
                            ",￥0.0121,"
?%                                  ",?%,0%
?%,?                        ,"
Gylian
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Gycoin
                            ",￥0.005524,"
?%                                  ",?%,0%
0.43%,?                        ,"
Grantcoin
                            ",￥0.0866,"
?%                                  ",?%,-4.11%
?%,?                        ,"
Grumfork
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
GDC
                            ",￥0.002218,"
?%                                  ",?%,-6.62%
?%,?                        ,"
Gram
                            ",￥0.0255,"
?%                                  ",?%,-11.4%
?%,?                        ,"
Granite
                            ",￥0.0749,"
?%                                  ",?%,0%
?%,?                        ,"
GoldMaxCoin
                            ",￥0.004437,"
?%                                  ",?%,-25.32%
?%,?                        ,"
Golos Gold
                            ",￥0.546,"
?%                                  ",?%,-7.78%
?%,?                        ,"
Gokucoin
                            ",￥0.1012,"
?%                                  ",?%,-3.55%
?%,?                        ,"
Global Busine...
                            ",￥0.0107,"
?%                                  ",?%,0%
?%,?                        ,"
GAY Money
                            ",￥0.1353,"
?%                                  ",?%,-27.45%
26.29%,?                        ,"
GanjaCoin
                            ",￥1.55,"
?%                                  ",?%,6.77%
?%,?                        ,"
Gamechain System
                            ",￥0.0618,"
?%                                  ",?%,-20.86%
95.51%,?                        ,"
GameBet Coin
                            ",￥0.0323,"
?%                                  ",?%,0%
?%,?                        ,"
Gambleo
                            ",￥0.002083,"
?%                                  ",?%,0%
?%,?                        ,"
Free Value Security
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
FutCoin
                            ",￥0.0116,"
?%                                  ",?%,-4.42%
0.27%,?                        ,"
Future Digita...
                            ",￥0.00005666,"
?%                                  ",?%,0%
?%,?                        ,"
GameLeagueCoin
                            ",￥0.0793,"
?%                                  ",?%,0%
100%,"¥4,003,998","
FuelCoin
                            ",￥0.0394,"
?%                                  ",?%,-5.31%
?%,?                        ,"
Fuda Energy
                            ",￥0.007993,"
?%                                  ",?%,0%
48.52%,?                        ,"
Frazcoin
                            ",￥0.0205,"
?%                                  ",?%,0%
?%,?                        ,"
FrankyWillCoin
                            ",￥0.0171,"
?%                                  ",?%,-0.69%
?%,?                        ,"
Fonziecoin
                            ",￥0.009983,"
?%                                  ",?%,-1.13%
100%,"¥10,231,964","
Footy Cash
                            ",￥2.23,"
?%                                  ",?%,-19.18%
100%,?                        ,"
FlavorCoin
                            ",￥0.0254,"
?%                                  ",?%,0%
?%,?                        ,"
FinCoin
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
FlappyCoin
                            ",￥0.00007988,"
?%                                  ",?%,-57.07%
?%,?                        ,"
FireFlyCoin
                            ",￥0.002218,"
?%                                  ",?%,24.51%
?%,?                        ,"
FiboCoins
                            ",￥0.00498,"
?%                                  ",?%,0%
?%,?                        ,"
First Bitcoin
                            ",￥0.1425,"
?%                                  ",?%,-6.22%
40%,?                        ,"
Feitebi
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Filecoin
                            ",￥73.3,"
?%                                  ",?%,-5.14%
?%,?                        ,"
FBTC
                            ",￥7.59,"
?%                                  ",?%,-19.01%
?%,?                        ,"
Fazzcoin
                            ",￥0.3016,"
?%                                  ",?%,156.43%
?%,?                        ,"
Fargocoin
                            ",￥55.91,"
?%                                  ",?%,2.81%
?%,?                        ,"
FedoraShare
                            ",￥0.00005383,"
?%                                  ",?%,0%
?%,?                        ,"
FRCT
                            ",￥？,"
?%                                  ",?%,?%
?%,?                        ,"
Excelcoin
                            ",￥0.00091,"
?%                                  ",?%,0%
0.1%,?                        ,"
Falcoin
                            ",￥0.001007,"
?%                                  ",?%,0%
?%,?                        ,"
EthereumFog
                            ",￥25.92,"
?%                                  ",?%,25.83%
?%,?                        ,"
Etherx
                            ",￥5.64,"
?%                                  ",?%,0%
0.38%,?                        ,"
EMoneyPower
                            ",￥0.2295,"
?%                                  ",?%,0%
